Id,ActivityDate,TotalSteps,TotalDistanceKm,TrackerDistanceKm,LoggedActivitiesDistanceKm,VeryActiveDistanceKm,ModeratelyActiveDistanceKm,LightActiveDistanceKm,SedentaryActiveDistanceKm,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1503960366,2016-12-04,13162,"13,68","13,68","0,00","3,03","0,89","9,75","0,00",25,13,328,728,1985
1503960366,2016-04-13,10735,"11,22","11,22","0,00","2,53","1,11","7,58","0,00",21,19,217,776,1797
1503960366,2016-04-14,10460,"10,85","10,85","0,00","3,93","0,64","6,29","0,00",30,11,181,1218,1776
1503960366,2016-04-15,9762,"10,11","10,11","0,00","3,44","2,03","4,55","0,00",29,34,209,726,1745
1503960366,2016-04-16,12669,"13,13","13,13","0,00","4,36","0,66","8,11","0,00",36,10,221,773,1863
1503960366,2016-04-17,9705,"10,43","10,43","0,00","5,13","1,26","4,04","0,00",38,20,164,539,1728
1503960366,2016-04-18,13019,"13,82","13,82","0,00","5,23","1,03","7,58","0,00",42,16,233,1149,1921
1503960366,2016-04-19,15506,"15,90","15,90","0,00","5,68","2,12","8,09","0,00",50,31,264,775,2035
1503960366,2016-04-20,10544,"10,75","10,75","0,00","3,15","0,77","6,82","0,00",28,12,205,818,1786
1503960366,2016-04-21,9819,"10,20","10,20","0,00","2,16","0,56","7,48","0,00",19,8,211,838,1775
1503960366,2016-04-22,12764,"13,08","13,08","0,00","7,66","1,80","3,60","0,00",66,27,130,1217,1827
1503960366,2016-04-23,14371,"14,55","14,55","0,00","4,52","1,40","8,63","0,00",41,21,262,732,1949
1503960366,2016-04-24,10039,"10,32","10,32","0,00","4,70","0,34","5,28","0,00",39,5,238,709,1788
1503960366,2016-04-25,15355,"15,77","15,77","0,00","8,51","0,92","6,34","0,00",73,14,216,814,2013
1503960366,2016-04-26,13755,"14,15","14,15","0,00","3,75","1,48","8,92","0,00",31,23,279,833,1970
1503960366,2016-04-27,18134,"19,65","19,65","0,00","10,30","0,66","8,71","0,00",78,11,243,1108,2159
1503960366,2016-04-28,13154,"13,73","13,73","0,00","5,70","1,87","6,10","0,00",48,28,189,782,1898
1503960366,2016-04-29,11181,"11,51","11,51","0,00","1,71","0,80","8,98","0,00",16,12,243,815,1837
1503960366,2016-04-30,14673,"14,89","14,89","0,00","5,73","2,29","6,87","0,00",52,34,217,712,1947
1503960366,2016-01-05,10602,"10,96","10,96","0,00","3,69","2,57","4,70","0,00",33,35,246,730,1820
1503960366,2016-02-05,14727,"15,63","15,63","0,00","5,17","0,92","9,53","0,00",41,15,277,798,2004
1503960366,2016-03-05,15103,"15,55","15,55","0,00","6,00","1,69","7,85","0,00",50,24,254,816,1990
1503960366,2016-04-05,11100,"11,51","11,51","0,00","3,96","1,40","6,15","0,00",36,22,203,1179,1819
1503960366,2016-05-05,14070,"14,32","14,32","0,00","4,70","1,74","7,85","0,00",45,24,250,857,1959
1503960366,2016-06-05,12159,"12,92","12,92","0,00","3,17","0,40","9,35","0,00",24,6,289,754,1896
1503960366,2016-07-05,11992,"12,41","12,41","0,00","3,96","3,41","5,04","0,00",37,46,175,833,1821
1503960366,2016-08-05,10060,"10,59","10,59","0,00","5,68","0,51","4,39","0,00",44,8,203,574,1740
1503960366,2016-09-05,12022,"12,42","12,42","0,00","5,55","0,85","6,02","0,00",46,11,206,835,1819
1503960366,2016-10-05,12207,"12,50","12,50","0,00","5,39","1,87","5,25","0,00",46,31,214,746,1859
1503960366,2016-11-05,12770,"13,08","13,08","0,00","4,12","1,63","7,32","0,00",36,23,251,669,1783
1503960366,2016-12-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,0
1624580081,2016-12-04,8163,"8,55","8,55","0,00","0,00","0,00","8,55","0,00",0,0,146,1294,1432
1624580081,2016-04-13,7007,"7,32","7,32","0,00","0,00","0,00","7,32","0,00",0,0,148,1292,1411
1624580081,2016-04-14,9107,"9,53","9,53","0,00","0,00","0,00","9,51","0,02",0,0,236,1204,1572
1624580081,2016-04-15,1510,"1,58","1,58","0,00","0,00","0,00","1,56","0,00",0,0,96,1344,1344
1624580081,2016-04-16,5370,"5,62","5,62","0,00","0,00","0,00","5,62","0,00",0,0,176,1264,1463
1624580081,2016-04-17,6175,"6,53","6,53","0,00","1,66","2,45","2,40","0,02",15,22,127,1276,1554
1624580081,2016-04-18,10536,"11,93","11,93","0,00","3,46","1,00","7,44","0,02",17,7,202,1214,1604
1624580081,2016-04-19,2916,"3,06","3,06","0,00","0,00","0,00","3,06","0,00",0,0,141,1299,1435
1624580081,2016-04-20,4974,"5,20","5,20","0,00","0,00","0,00","5,20","0,00",0,0,151,1289,1446
1624580081,2016-04-21,6349,"6,65","6,65","0,00","0,00","0,00","6,61","0,03",0,0,186,1254,1467
1624580081,2016-04-22,4026,"4,22","4,22","0,00","0,00","0,00","4,18","0,00",0,0,199,1241,1470
1624580081,2016-04-23,8538,"8,93","8,93","0,00","0,00","0,00","8,92","0,02",0,0,227,1213,1562
1624580081,2016-04-24,6076,"6,36","6,36","0,00","1,85","1,46","3,04","0,00",16,18,185,1221,1617
1624580081,2016-04-25,6497,"6,79","6,79","0,00","0,00","0,00","6,76","0,03",0,0,202,1238,1492
1624580081,2016-04-26,2826,"2,96","2,96","0,00","0,00","0,00","2,95","0,02",0,0,140,1300,1402
1624580081,2016-04-27,8367,"8,75","8,75","0,00","1,79","3,01","3,96","0,00",17,36,154,1233,1670
1624580081,2016-04-28,2759,"2,88","2,88","0,00","0,00","0,32","2,57","0,00",0,5,115,1320,1401
1624580081,2016-04-29,2390,"2,49","2,49","0,00","0,00","0,00","2,49","0,00",0,0,150,1290,1404
1624580081,2016-04-30,6474,"6,92","6,92","0,00","1,45","2,06","3,41","0,02",11,23,224,1182,1655
1624580081,2016-01-05,36019,"45,11","45,11","0,00","35,28","6,74","3,07","0,03",186,63,171,1020,2690
1624580081,2016-02-05,7155,"7,93","7,93","0,00","1,38","0,95","5,58","0,00",7,6,166,1261,1497
1624580081,2016-03-05,2100,"2,20","2,20","0,00","0,00","0,00","2,16","0,03",0,0,96,1344,1334
1624580081,2016-04-05,2193,"2,30","2,30","0,00","0,00","0,00","2,29","0,00",0,0,118,1322,1368
1624580081,2016-05-05,2470,"2,59","2,59","0,00","0,00","0,00","2,54","0,03",0,0,117,1323,1370
1624580081,2016-06-05,1727,"1,80","1,80","0,00","0,00","0,00","1,80","0,02",0,0,102,1338,1341
1624580081,2016-07-05,2104,"2,20","2,20","0,00","0,00","0,00","2,20","0,00",0,0,182,1258,1474
1624580081,2016-08-05,3427,"3,59","3,59","0,00","0,00","0,00","3,57","0,00",0,0,152,1288,1427
1624580081,2016-09-05,1732,"1,82","1,82","0,00","0,00","0,00","1,82","0,00",0,0,91,1349,1328
1624580081,2016-10-05,2969,"3,11","3,11","0,00","0,00","0,00","3,09","0,02",0,0,139,1301,1393
1624580081,2016-11-05,3134,"3,28","3,28","0,00","0,00","0,00","3,28","0,00",0,0,112,1328,1359
1624580081,2016-12-05,2971,"3,11","3,11","0,00","0,00","0,00","3,09","0,02",0,0,107,890,1002
1644430081,2016-12-04,10694,"12,50","12,50","0,00","0,23","3,70","8,58","0,00",2,51,256,1131,3199
1644430081,2016-04-13,8001,"9,37","9,37","0,00","3,67","1,45","4,25","0,00",30,16,135,1259,2902
1644430081,2016-04-14,11037,"12,91","12,91","0,00","0,58","4,12","8,21","0,00",5,58,252,1125,3226
1644430081,2016-04-15,5263,"6,16","6,16","0,00","0,35","0,24","5,55","0,00",3,4,170,1263,2750
1644430081,2016-04-16,15300,"17,90","17,90","0,00","6,60","3,03","8,19","0,00",51,42,212,1135,3493
1644430081,2016-04-17,8757,"10,25","10,25","0,00","3,62","0,92","5,71","0,00",29,13,186,1212,3011
1644430081,2016-04-18,7132,"8,35","8,35","0,00","1,72","2,69","3,94","0,00",15,33,121,1271,2806
1644430081,2016-04-19,11256,"13,16","13,16","0,00","0,58","4,07","8,53","0,00",5,58,278,1099,3300
1644430081,2016-04-20,2436,"2,85","2,85","0,00","0,00","0,00","2,83","0,02",0,0,125,1315,2430
1644430081,2016-04-21,1223,"1,43","1,43","0,00","0,00","0,00","1,42","0,02",0,0,38,1402,2140
1644430081,2016-04-22,3673,"4,30","4,30","0,00","0,00","0,00","4,28","0,02",0,0,86,1354,2344
1644430081,2016-04-23,6637,"7,77","7,77","0,00","0,00","0,93","6,84","0,00",0,15,160,1265,2677
1644430081,2016-04-24,3321,"3,88","3,88","0,00","0,00","0,00","3,88","0,00",0,0,89,1351,2413
1644430081,2016-04-25,3580,"4,18","4,18","0,00","0,95","0,10","3,14","0,00",8,1,94,1337,2497
1644430081,2016-04-26,9919,"11,60","11,60","0,00","1,29","2,77","7,55","0,00",11,41,223,1165,3123
1644430081,2016-04-27,3032,"3,54","3,54","0,00","0,00","0,00","3,54","0,00",0,0,118,1322,2489
1644430081,2016-04-28,9405,"11,01","11,01","0,00","0,32","3,73","6,94","0,00",3,53,227,1157,3108
1644430081,2016-04-29,3176,"3,72","3,72","0,00","0,00","0,00","3,72","0,00",0,0,120,1193,2498
1644430081,2016-04-30,18213,"21,31","21,31","0,00","1,01","5,05","15,22","0,00",9,71,402,816,3846
1644430081,2016-01-05,6132,"7,18","7,18","0,00","0,39","1,59","5,20","0,00",3,24,146,908,2696
1644430081,2016-02-05,3758,"4,39","4,39","0,00","0,11","0,50","3,78","0,00",1,7,148,682,2580
1644430081,2016-03-05,12850,"15,03","15,03","0,00","1,16","6,58","7,31","0,00",10,94,221,1115,3324
1644430081,2016-04-05,2309,"2,70","2,70","0,00","0,00","0,00","2,67","0,03",0,0,52,1388,2222
1644430081,2016-05-05,4363,"5,13","5,13","0,00","0,84","0,87","3,43","0,02",6,12,81,1341,2463
1644430081,2016-06-05,9787,"11,46","11,46","0,00","1,32","0,43","9,67","0,03",11,6,369,1054,3328
1644430081,2016-07-05,13372,"15,64","15,64","0,00","5,25","1,27","9,12","0,02",41,17,243,1139,3404
1644430081,2016-08-05,6724,"7,87","7,87","0,00","0,00","0,00","7,85","0,00",0,0,295,991,2987
1644430081,2016-09-05,6643,"7,77","7,77","0,00","3,85","0,56","3,36","0,02",32,6,303,1099,3008
1644430081,2016-10-05,9167,"10,72","10,72","0,00","1,42","1,30","8,00","0,02",12,19,155,1254,2799
1644430081,2016-11-05,1329,"1,56","1,56","0,00","0,00","0,00","1,53","0,02",0,0,49,713,1276
1844505072,2016-12-04,6697,"7,13","7,13","0,00","0,00","0,00","7,13","0,00",0,0,339,1101,2030
1844505072,2016-04-13,4929,"5,25","5,25","0,00","0,00","0,00","5,25","0,00",0,0,248,1192,1860
1844505072,2016-04-14,7937,"8,45","8,45","0,00","0,00","0,00","8,42","0,00",0,0,373,843,2130
1844505072,2016-04-15,3844,"4,09","4,09","0,00","0,00","0,00","4,09","0,00",0,0,176,527,1725
1844505072,2016-04-16,3414,"3,64","3,64","0,00","0,00","0,00","3,64","0,00",0,0,147,1293,1657
1844505072,2016-04-17,4525,"4,81","4,81","0,00","0,23","0,42","4,17","0,00",2,8,199,1231,1793
1844505072,2016-04-18,4597,"4,89","4,89","0,00","0,00","0,77","4,12","0,00",0,12,217,1211,1814
1844505072,2016-04-19,197,"0,21","0,21","0,00","0,00","0,00","0,21","0,00",0,0,10,1430,1366
1844505072,2016-04-20,8,"0,02","0,02","0,00","0,00","0,00","0,02","0,00",0,0,1,1439,1349
1844505072,2016-04-21,8054,"8,56","8,56","0,00","0,19","0,84","7,53","0,00",2,13,308,1117,2062
1844505072,2016-04-22,5372,"5,71","5,71","0,00","0,00","0,00","5,71","0,00",0,0,220,1220,1827
1844505072,2016-04-23,3570,"3,80","3,80","0,00","0,00","0,00","3,80","0,00",0,0,139,1301,1645
1844505072,2016-04-24,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,1347
1844505072,2016-04-25,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,1347
1844505072,2016-04-26,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,1347
1844505072,2016-04-27,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,1,1439,1348
1844505072,2016-04-28,6907,"7,35","7,35","0,00","0,00","0,00","7,34","0,00",0,0,302,1138,1992
1844505072,2016-04-29,4920,"5,23","5,23","0,00","0,00","0,00","5,23","0,00",0,0,247,1082,1856
1844505072,2016-04-30,4014,"4,30","4,30","0,00","0,00","0,00","4,26","0,00",0,0,184,218,1763
1844505072,2016-01-05,2573,"2,74","2,74","0,00","0,00","0,42","2,33","0,00",0,7,75,585,1541
1844505072,2016-02-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,1348
1844505072,2016-03-05,4059,"4,31","4,31","0,00","0,00","0,00","4,31","0,00",0,0,184,1256,1742
1844505072,2016-04-05,2080,"2,20","2,20","0,00","0,00","0,00","2,20","0,00",0,0,87,1353,1549
1844505072,2016-05-05,2237,"2,38","2,38","0,00","0,00","0,00","2,38","0,00",0,0,120,1320,1589
1844505072,2016-06-05,44,"0,05","0,05","0,00","0,00","0,00","0,05","0,00",0,0,2,1438,1351
1844505072,2016-07-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,1347
1844505072,2016-08-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,1347
1844505072,2016-09-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,1347
1844505072,2016-10-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,1347
1844505072,2016-11-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,1347
1844505072,2016-12-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,711,665
1927972279,2016-12-04,678,"0,76","0,76","0,00","0,00","0,00","0,76","0,00",0,0,55,734,2220
1927972279,2016-04-13,356,"0,40","0,40","0,00","0,00","0,00","0,40","0,00",0,0,32,986,2151
1927972279,2016-04-14,2163,"2,41","2,41","0,00","0,00","0,64","1,77","0,00",0,9,88,1292,2383
1927972279,2016-04-15,980,"1,09","1,09","0,00","0,00","0,00","1,09","0,00",0,0,51,941,2221
1927972279,2016-04-16,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2064
1927972279,2016-04-17,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-04-18,244,"0,27","0,27","0,00","0,00","0,00","0,27","0,00",0,0,17,1423,2111
1927972279,2016-04-19,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-04-20,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-04-21,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2064
1927972279,2016-04-22,149,"0,16","0,16","0,00","0,00","0,00","0,16","0,00",0,0,10,1430,2093
1927972279,2016-04-23,2945,"3,28","3,28","0,00","0,00","0,00","3,28","0,00",0,0,145,1295,2499
1927972279,2016-04-24,2090,"2,33","2,33","0,00","0,11","0,39","1,83","0,00",1,6,75,1358,2324
1927972279,2016-04-25,152,"0,18","0,18","0,00","0,00","0,00","0,18","0,00",0,0,12,1303,2100
1927972279,2016-04-26,3761,"4,18","4,18","0,00","0,00","0,00","4,18","0,00",0,0,192,1058,2638
1927972279,2016-04-27,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-04-28,1675,"1,87","1,87","0,00","0,00","0,00","1,87","0,00",0,0,95,1167,2351
1927972279,2016-04-29,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-04-30,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2064
1927972279,2016-01-05,2704,"3,01","3,01","0,00","1,63","0,05","1,34","0,00",14,1,70,1355,2411
1927972279,2016-02-05,3790,"4,22","4,22","0,00","1,87","0,48","1,87","0,00",16,8,94,1322,2505
1927972279,2016-03-05,1326,"1,48","1,48","0,00","1,17","0,00","0,29","0,00",10,0,17,1413,2195
1927972279,2016-04-05,1786,"2,00","2,00","0,00","0,00","0,00","2,00","0,00",0,0,87,1353,2338
1927972279,2016-05-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-06-05,2091,"2,33","2,33","0,00","0,00","0,00","2,33","0,00",0,0,108,1332,2383
1927972279,2016-07-05,1510,"1,67","1,67","0,00","0,00","0,00","1,67","0,00",0,0,48,1392,2229
1927972279,2016-08-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-09-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-10-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-11-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,1440,2063
1927972279,2016-12-05,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,966,1383
2022484408,2016-12-04,11875,"13,42","13,42","0,00","5,33","1,24","6,86","0,00",42,14,227,1157,2390
2022484408,2016-04-13,12024,"13,68","13,68","0,00","4,81","0,16","8,71","0,00",43,5,292,1100,2601
2022484408,2016-04-14,10690,"12,07","12,07","0,00","3,99","0,34","7,76","0,00",32,3,257,1148,2312
2022484408,2016-04-15,11034,"12,92","12,92","0,00","3,12","0,50","9,30","0,00",27,9,282,1122,2525
2022484408,2016-04-16,10100,"11,41","11,41","0,00","5,07","0,89","5,46","0,00",41,11,151,1237,2177
2022484408,2016-04-17,15112,"18,35","18,35","0,00","6,23","1,06","11,07","0,00",28,29,331,1052,2782
2022484408,2016-04-18,14131,"16,21","16,21","0,00","5,86","0,19","10,14","0,00",48,3,311,1078,2770
2022484408,2016-04-19,11548,"13,73","13,73","0,00","5,29","0,39","8,05","0,00",31,7,250,1152,2489
2022484408,2016-04-20,15112,"17,17","17,17","0,00","5,38","3,11","8,69","0,00",48,63,276,1053,2897
2022484408,2016-04-21,12453,"14,07","14,07","0,00","5,36","1,79","6,94","0,00",104,53,255,1028,3158
2022484408,2016-04-22,12954,"15,02","15,02","0,00","7,13","0,68","7,19","0,00",52,10,273,1105,2638
2022484408,2016-04-23,6001,"6,78","6,78","0,00","0,00","0,00","6,78","0,00",0,0,249,1191,2069
2022484408,2016-04-24,13481,"16,54","16,54","0,00","7,32","1,85","7,37","0,00",37,26,216,1161,2529
2022484408,2016-04-25,11369,"12,89","12,89","0,00","5,36","0,35","7,18","0,00",44,8,217,1171,2470
2022484408,2016-04-26,10119,"11,57","11,57","0,00","2,30","1,06","8,22","0,00",55,24,275,1086,2793
2022484408,2016-04-27,10159,"11,47","11,47","0,00","1,67","1,56","8,24","0,00",19,20,282,1119,2463
2022484408,2016-04-28,10140,"11,46","11,46","0,00","0,66","2,14","8,67","0,00",6,20,291,1123,2296
2022484408,2016-04-29,10245,"11,57","11,57","0,00","0,77","1,95","8,85","0,00",21,40,281,1098,2611
2022484408,2016-04-30,18387,"20,78","20,78","0,00","1,51","2,25","17,01","0,00",13,23,361,1043,2732
2022484408,2016-01-05,10538,"11,91","11,91","0,00","3,12","1,54","7,24","0,00",25,28,245,1142,2380
2022484408,2016-02-05,10379,"11,73","11,73","0,00","4,20","0,55","6,97","0,00",36,8,277,1119,2473
2022484408,2016-03-05,12183,"14,07","14,07","0,00","6,42","0,74","6,89","0,00",72,14,250,1104,2752
2022484408,2016-04-05,11768,"13,34","13,34","0,00","4,04","1,50","7,81","0,00",36,27,272,1105,2649
2022484408,2016-05-05,11895,"13,44","13,44","0,00","4,49","1,38","7,56","0,00",55,20,253,1112,2609
2022484408,2016-06-05,10227,"11,56","11,56","0,00","3,01","1,08","7,47","0,00",24,17,295,1104,2498
2022484408,2016-07-05,6708,"7,58","7,58","0,00","2,59","0,13","4,86","0,00",20,2,149,1269,1995
2022484408,2016-08-05,3292,"3,72","3,72","0,00","0,00","0,00","3,72","0,00",0,0,135,1305,1848
2022484408,2016-09-05,13379,"15,11","15,11","0,00","3,41","2,62","9,08","0,00",35,47,297,1061,2709
2022484408,2016-10-05,12798,"14,45","14,45","0,00","3,57","1,95","8,95","0,00",57,28,271,1084,2797
2022484408,2016-11-05,13272,"15,00","15,00","0,00","6,73","1,85","6,42","0,00",58,25,224,1133,2544
2022484408,2016-12-05,9117,"10,32","10,32","0,00","2,06","1,08","7,15","0,00",16,16,236,728,1853
2026352035,2016-12-04,4414,"4,41","4,41","0,00","0,31","0,56","3,54","0,00",3,8,181,706,1459
2026352035,2016-04-13,4993,"4,99","4,99","0,00","0,00","0,00","4,99","0,00",0,0,238,663,1521
2026352035,2016-04-14,3335,"3,33","3,33","0,00","0,00","0,00","3,30","0,00",0,0,197,653,1431
2026352035,2016-04-15,3821,"3,81","3,81","0,00","0,00","0,00","3,81","0,00",0,0,188,687,1444
2026352035,2016-04-16,2547,"2,54","2,54","0,00","0,00","0,00","2,54","0,00",0,0,150,728,1373
2026352035,2016-04-17,838,"0,84","0,84","0,00","0,00","0,00","0,84","0,00",0,0,60,1053,1214
2026352035,2016-04-18,3325,"3,32","3,32","0,00","0,00","0,00","3,32","0,00",0,0,182,1062,1419
2026352035,2016-04-19,2424,"2,41","2,41","0,00","0,00","0,00","2,41","0,00",0,0,141,785,1356
2026352035,2016-04-20,7222,"7,21","7,21","0,00","0,00","0,00","7,21","0,00",0,0,327,623,1667
2026352035,2016-04-21,2467,"2,46","2,46","0,00","0,00","0,00","2,46","0,00",0,0,153,749,1370
2026352035,2016-04-22,2915,"2,91","2,91","0,00","0,00","0,00","2,91","0,00",0,0,162,712,1399
2026352035,2016-04-23,12357,"12,41","12,41","0,00","0,00","0,00","12,41","0,00",0,0,432,458,1916
2026352035,2016-04-24,3490,"3,48","3,48","0,00","0,00","0,00","3,48","0,00",0,0,164,704,1401
2026352035,2016-04-25,6017,"6,00","6,00","0,00","0,00","0,00","6,00","0,00",0,0,260,821,1576
2026352035,2016-04-26,5933,"5,92","5,92","0,00","0,00","0,00","5,92","0,00",0,0,288,1018,1595
2026352035,2016-04-27,6088,"6,07","6,07","0,00","0,00","0,00","6,07","0,00",0,0,286,586,1593
2026352035,2016-04-28,6375,"6,36","6,36","0,00","0,00","0,00","6,36","0,00",0,0,331,626,1649
2026352035,2016-04-29,7604,"7,58","7,58","0,00","0,00","0,00","7,58","0,00",0,0,352,492,1692
2026352035,2016-04-30,4729,"4,72","4,72","0,00","0,00","0,00","4,72","0,00",0,0,233,594,1506
2026352035,2016-01-05,3609,"3,67","3,67","0,00","0,00","0,00","3,67","0,00",0,0,191,716,1447
2026352035,2016-02-05,7018,"7,00","7,00","0,00","0,00","0,00","7,00","0,00",0,0,355,716,1690
2026352035,2016-03-05,5992,"5,99","5,99","0,00","0,00","0,00","5,99","0,00",0,0,304,981,1604
2026352035,2016-04-05,6564,"6,55","6,55","0,00","0,00","0,00","6,55","0,00",0,0,345,530,1658
2026352035,2016-05-05,12167,"12,13","12,13","0,00","0,00","0,00","12,13","0,00",0,0,475,479,1926
2026352035,2016-06-05,8198,"8,18","8,18","0,00","0,00","0,00","8,18","0,00",0,0,383,511,1736
2026352035,2016-07-05,4193,"4,18","4,18","0,00","0,00","0,00","4,18","0,00",0,0,229,665,1491
2026352035,2016-08-05,5528,"5,55","5,55","0,00","0,00","0,00","5,55","0,00",0,0,258,610,1555
2026352035,2016-09-05,10685,"10,65","10,65","0,00","0,00","0,00","10,62","0,00",0,0,401,543,1869
2026352035,2016-10-05,254,"0,26","0,26","0,00","0,00","0,00","0,26","0,00",0,0,17,1002,1141
2026352035,2016-11-05,8580,"8,56","8,56","0,00","0,00","0,00","8,56","0,00",0,0,330,569,1698
2026352035,2016-12-05,8891,"8,87","8,87","0,00","0,00","0,00","8,87","0,00",0,0,343,330,1364
2320127002,2016-12-04,10725,"12,05","12,05","0,00","1,88","0,50","9,67","0,00",13,9,306,1112,2124
2320127002,2016-04-13,7275,"7,89","7,89","0,00","0,00","0,00","7,89","0,00",0,0,335,1105,2003
2320127002,2016-04-14,3973,"4,31","4,31","0,00","0,00","0,00","4,31","0,00",0,0,191,1249,1696
2320127002,2016-04-15,5205,"5,65","5,65","0,00","0,00","0,00","5,65","0,00",0,0,245,1195,1801
2320127002,2016-04-16,5057,"5,49","5,49","0,00","0,00","0,00","5,47","0,00",0,0,195,1245,1724
2320127002,2016-04-17,6198,"6,73","6,73","0,00","0,00","0,00","6,73","0,00",0,0,249,1191,1852
2320127002,2016-04-18,6559,"7,11","7,11","0,00","0,00","0,42","6,66","0,00",0,7,260,1173,1905
2320127002,2016-04-19,5997,"6,50","6,50","0,00","0,00","0,61","5,89","0,00",0,11,228,1201,1811
2320127002,2016-04-20,7192,"7,81","7,81","0,00","0,00","0,79","6,98","0,00",0,11,283,1146,1922
2320127002,2016-04-21,3404,"3,69","3,69","0,00","0,10","0,68","2,91","0,00",1,10,127,1302,1610
2320127002,2016-04-22,5583,"6,05","6,05","0,00","0,00","0,00","6,05","0,00",0,0,266,1174,1851
2320127002,2016-04-23,5079,"5,50","5,50","0,00","0,00","0,00","5,50","0,00",0,0,242,1129,1804
2320127002,2016-04-24,4165,"4,52","4,52","0,00","0,00","0,00","4,51","0,00",0,0,204,1236,1725
2320127002,2016-04-25,3588,"3,89","3,89","0,00","0,37","0,32","3,20","0,00",3,5,152,1280,1654
2320127002,2016-04-26,3409,"3,70","3,70","0,00","0,00","0,00","3,70","0,00",0,0,147,1293,1632
2320127002,2016-04-27,1715,"1,87","1,87","0,00","0,00","0,00","1,87","0,00",0,0,82,1358,1481
2320127002,2016-04-28,1532,"1,66","1,66","0,00","0,00","0,00","1,66","0,00",0,0,76,1364,1473
2320127002,2016-04-29,924,"1,00","1,00","0,00","0,00","0,00","1,00","0,00",0,0,45,1395,1410
